,source_chain,source_transaction_hash,destination_chain,destination_transaction_hash,sender_wallet,source_timestamp_utc,project,native_drop_usd,stargate_swap_usd
10,Base,0xfd8af6686673a61f906151c92b90d6db278c40d5a7146166de257ff1b8b2d45b,zkSync Era Mainnet,0x65558fae5cb8a8469c23f525625cb03a6cf4b16ba02135ca42904aa0d156e75e,0x006ad87491ab533f0b29e042e46b705635aafc60,2023-10-20 12:19:59,Maverick Protocol,0.0,0.0
11,Arbitrum,0x5af0ffd9b031e76d862333251b33a4eae81ca6d982be834f06e309811780ad85,Optimism,0xb761bc6354073c4dc8e2850ef069c8ab7e01a120f5497abd099ee7a72978f9c3,0x006ad87491ab533f0b29e042e46b705635aafc60,2023-09-06 06:41:15,Stargate,0.0,3.25744697
12,Base,0x63cf1fc7294a4f7c5ed12661871a30d20e7e90133d7447d5dea38815cfe93b0e,Linea,0x1667af82416ebd7494769a4772ac2f6b329f84f382fb84642f830b26d0ccf3e1,0x006ad87491ab533f0b29e042e46b705635aafc60,2023-10-20 12:18:19,Stargate,0.0,3.13418534
13,Arbitrum,0xbf574ab4390159ad892b2c1cf97b57c196d8cd983d855fa2e87a95961fa7ca74,Optimism,0xab4b81efea93f5569495f7a75602279347638ad4ba474b996c45856e17fb8887,0x006ad87491ab533f0b29e042e46b705635aafc60,2023-09-06 06:36:08,Stargate,0.01100129,2656.45480317
14,Optimism,0xc9161e688cc9018c19991050c2e43d84d06657617835284c104594e34243c5b4,Arbitrum,0x47bb5b64151e2281714653a39ce44d890f0e65aff468ff75e07fda39202b2b5a,0x006ad87491ab533f0b29e042e46b705635aafc60,2023-09-06 06:43:41,Stargate,0.0,2654.8609313
15,Optimism,0xe1f918a394e6921b4b28985045a35c32aa0a702efcd29cb73345c15cc9040b81,Arbitrum,0x64379bb65c5cdeb5cb004a9895568baf762501fb47cfad4e09e1d0e03f670b6e,0x3c3f72d6957e3679e7b1e5b47fb25b5b66abec6a,2023-09-06 06:19:01,Stargate,0.0,2658.04963281
16,Arbitrum,0xd01f324ae4822c9d362f905b096d82d8715bf32c50aedfd801e3929bb706c8ab,Optimism,0xcbe452be0051a657f0cee3f676680ada47073f79718f3022ab9e4117594973d5,0x3c3f72d6957e3679e7b1e5b47fb25b5b66abec6a,2023-09-06 06:14:23,Stargate,0.02013402,2659.64541922
17,Arbitrum,0x21e1996ec498728fa537bf657cb9d44a1e06e518c1649c407b72a0239044db12,Optimism,0x0a2f596d51ed1f45685ca75bbb8c5c1ac794e9b57d497067161804c3d13dd61a,0x3c3f72d6957e3679e7b1e5b47fb25b5b66abec6a,2023-09-06 06:16:56,Stargate,0.0,3.25791517
18,Base,0xad626f7dcc0be115a0b255f5bd17880da04e9513c040ab15dc830b6cf49ee266,zkSync Era Mainnet,0x4740929f3145047fb5bf4ab8205af74bfa0855232e955ac5cec8330dc8572c00,0x3c3f72d6957e3679e7b1e5b47fb25b5b66abec6a,2023-10-20 11:54:11,Maverick Protocol,0.0,0.0
19,Base,0x4894f0ea3120eea65f239a1acb486c178117135546f2e69c8c3217c0ec4167dc,Linea,0x08d0d0a38e8aa005add0ddbb2ca83445a64fbb3655c578a83e860baeb628711c,0x3c3f72d6957e3679e7b1e5b47fb25b5b66abec6a,2023-10-20 11:52:11,Stargate,0.0,3.13418534
20,Arbitrum,0x2d9c6f8c5daca07bb352ba8a947e17bdc53a7a6595cb5712bf46fdcbf9a29576,Optimism,0x7e2442545b3659cefc9528e98a789a35e31953e1d8ec2073bfb560f39ac738fc,0xff503580dab53c20eda81d93ef8deb87407280a8,2023-09-05 22:35:17,Stargate,0.03118135,2664.97201725
21,Base,0xbd860e8fce2ff0e7fcc7e8d7cd816e2df34b15aaa0bc0f8d6b8667ccea7da216,Linea,0xd1832f1a80fc969c4be4781a45d6d5b7753d5f9ff5d5058311a48b8739a680eb,0xff503580dab53c20eda81d93ef8deb87407280a8,2023-10-20 11:21:31,Stargate,0.0,3.13418534
22,Optimism,0xfe5f43a30274c53f1cf5104feb564ac255d32a8eea6a1dc60e5530d2694ede1d,Arbitrum,0xd66de0e9c0b6c1d126f102f21a15850d86f67242c7cf173cae32b0efabf8dd82,0xff503580dab53c20eda81d93ef8deb87407280a8,2023-09-06 05:19:05,Stargate,0.0,2664.43852906
23,Arbitrum,0x8a7ef3d8f590efbef1887d0fd16424713c3f978306fc4eb1e5a293149e0f84f0,Optimism,0x78043136aa4c943d02de94a3ae657d7c1eaaad832061d0228296bab8be5a0808,0xff503580dab53c20eda81d93ef8deb87407280a8,2023-09-05 22:36:52,Stargate,0.0,3.25254534
24,Base,0x4920155892ad3e60ba9bdb99efce7b6fd1a5a731f25b45399a82f67aa11e96ca,zkSync Era Mainnet,0xe4375bb01ef0f49aa71710473ef84397aa8174c3be85fa4cee70a4429378435a,0xff503580dab53c20eda81d93ef8deb87407280a8,2023-10-20 11:24:01,Maverick Protocol,0.0,0.0
25,Arbitrum,0x03d0d594b69e6f7e7611858dcffba01a5a59c78427e6d3d00482601ceed52046,Optimism,0x0ae6679a1fbd5a8800849c36057393e9243250e9ddd15db125652f068346757b,0x50f3f90b7e22aca39098fb6872c223ed8bc72294,2023-09-06 05:51:36,Stargate,0.03599657,2792.13688127
26,Base,0x5abdc91bd2d592afc637b39ddf2f591a447be2bd800624a5d4a2e4387296766b,zkSync Era Mainnet,0xa08c4b5a8326425d4a48b5773e7306587c5048ff917383c6df564c0e2b24a6b4,0x50f3f90b7e22aca39098fb6872c223ed8bc72294,2023-10-23 10:27:47,Maverick Protocol,0.0,0.0
27,Arbitrum,0x2b4e79ffbe9a2882e59574004625532c09c99c18b7f15f48e109cf840fe94c8f,Optimism,0x752d0fd774045541a3ccf3616e91a4f026787169cb62a37542484938cc99d76c,0x50f3f90b7e22aca39098fb6872c223ed8bc72294,2023-09-06 05:52:50,Stargate,0.0,3.25686108
28,Optimism,0x5ce9fc31ca8e412b44d6b00703abd3b3b6e9231293d7eb33c15c4a4e9a2f91b2,Arbitrum,0xb1d4e8543aa99d1260456a96b3893f5725c849e931415d83ac7dd41086037c95,0x50f3f90b7e22aca39098fb6872c223ed8bc72294,2023-09-06 05:56:11,Stargate,0.0,2790.46160102
29,Base,0xf630aef3ae903167088f68304b83e655b32fc387e6f4834471c316f6a1c142dd,Linea,0xf9bfcb50e5d6d0cdfd081061d2999ad0a6113a6d124304baa8a7af3ca309a0e1,0x50f3f90b7e22aca39098fb6872c223ed8bc72294,2023-10-23 10:25:25,Stargate,0.0,3.3269792
30,Base,0x56480289de14126fe1c7321949cc541000c534ce7baf76018b2d187f2fd14d2d,Linea,0x7a54b5203423c6dcf53cbc88d9dbc7dd09df7935a7e385332a4fc1793554f172,0x5612a8ba00d58865af803d9f53996cf2316cc9e5,2023-10-20 12:18:37,Stargate,0.0,3.13418534
31,Base,0xa2a5498d6fcc776601a79a827b56a0280b53e25474394097ed08a88089f83bb1,zkSync Era Mainnet,0xf36f943dbf162cf31992b8377519114cc1dcb7c3ad85bab7a6b49ac2e27e2306,0x5612a8ba00d58865af803d9f53996cf2316cc9e5,2023-10-20 12:20:41,Maverick Protocol,0.0,0.0
32,Arbitrum,0xa212f69288c78fc854c17515df026b90e6563c82f94571b97cc022219509be60,Optimism,0x2430e2652ec3a67d04537f586d1c006b20d256ba5c888b129a91b3d5d70cdea3,0x5612a8ba00d58865af803d9f53996cf2316cc9e5,2023-09-06 06:41:29,Stargate,0.0,3.25744521
33,Arbitrum,0x1401d5201ecc3195452354b78e046fcb3562d8fc7a1e4a83990e5d4bfb7eb84e,Optimism,0xb20b59412f792f59ac7be2e1400cfa13499a50b4aaaa476146a749ce1033c9c7,0x5612a8ba00d58865af803d9f53996cf2316cc9e5,2023-09-06 06:39:54,Stargate,0.01071223,2652.49421769
34,Optimism,0x991d6653197a0fa55233f9739e86f21394b770a1b8b9fe4255bd8bc6c7602f60,Arbitrum,0xa9c5a5674637f9262e03aa1afbeab4d202e8bfd9c84d56e0d99aad9d334f1949,0x5612a8ba00d58865af803d9f53996cf2316cc9e5,2023-09-06 06:44:03,Stargate,0.0,2650.90272224
35,Arbitrum,0x2e952a35ec8f02fd28cb3aa51cb71509f7ea8c14c83fb01db686cdc164b1aa8e,Optimism,0x6f492b05f498e7aa2282ff6d9def1875b8ad1f774d31805398044fff6bd99eff,0x3a657a1911415ffce0e9692a0304225e4dbca849,2023-09-06 07:03:01,Stargate,0.03080781,2665.85803896
36,Base,0x1b9e6eb633d5c0ea7b30692cb74f7774d9cd5113abd97493afa36b23659f3e6d,Linea,0x4dc0d8f6edb83181cbe4e6ef1112dfa9a0c0751e7ec0ff5000b27ad54c3789da,0x3a657a1911415ffce0e9692a0304225e4dbca849,2023-10-21 04:31:45,Stargate,0.0,3.20638854
37,Arbitrum,0xf4575a76b2a1d6c48f1c4b76f0ef103cfd7481c5fb8509ac21db459bcca815bf,Optimism,0xf68835539e73619a10e83e11e646ffa8e57d11b893d8a63cc4b271c8440fdd00,0x3a657a1911415ffce0e9692a0304225e4dbca849,2023-09-06 07:04:46,Stargate,0.0,3.25787932
38,Base,0x0e5195bd046bd140badfcc79b273f29f6bc0fc6ad7fc96b4c26ad10a560a2a27,zkSync Era Mainnet,0x39dff731561cccaa6d61b21dcdda62b1989c4454d32755bcd30890a8dfba435f,0x3a657a1911415ffce0e9692a0304225e4dbca849,2023-10-21 04:39:15,Maverick Protocol,0.0,0.0
39,Optimism,0xedfcbd3141d1bf79b1dec331bac31448cd525bf7f5bb5664a8bc1d17f0453b91,Arbitrum,0xc2aea24bebd082e93272b00ce1b3076351ef05267598e3063c1a764f028858b0,0x3a657a1911415ffce0e9692a0304225e4dbca849,2023-09-06 07:06:57,Stargate,0.0,2664.25852445
40,Arbitrum,0x93aa9dc483f9b9918b84b70c28e046b9252354c5c1f45942e58e05de454abffd,Optimism,0x3f0a392c8198ec619176c8fa4f53aa38904b03619dc39f88d5a2664359358a74,0xe3c3ea733dca531f3aa56e76d1d562c92f973dfd,2023-09-06 05:48:54,Stargate,0.04923897,2658.87551477
41,Base,0x65ee1d7ce038d94102d5bcb75324104c3f3a6dd886f3e6280e96a361c3023f78,Linea,0xcba3e91dc2f1a2a146f31a864bc10c0ecf0819319418a91e0b886e668031f80c,0xe3c3ea733dca531f3aa56e76d1d562c92f973dfd,2023-10-20 11:38:01,Stargate,0.0,3.13418534
42,Arbitrum,0x45735153ea55af66dab8b422e849ecd9f4207495f722770c4c39b87adcff58f8,Optimism,0x2c6dc7856a471f40ffc08c135adb46967569d3da2575fc4075aa274948a6b944,0xe3c3ea733dca531f3aa56e76d1d562c92f973dfd,2023-09-06 05:52:06,Stargate,0.0,3.25687402
43,Base,0x6efab0182f5d6c4b39cb76c1719b125cef53adc1a7f08f855d1e52863deda443,zkSync Era Mainnet,0x23e98feaec5cf8f9a5e084161b4eddd365729f33b97f51b995bf0b140ea88cce,0xe3c3ea733dca531f3aa56e76d1d562c92f973dfd,2023-10-20 11:40:13,Maverick Protocol,0.0,0.0
44,Optimism,0xaed159fc1b5932ace068b85020f2a510df68d791bb1fec7483e52d27f0e731a4,Arbitrum,0x22f23b3c8724fed784aa6775fc07b33458532ccbc2d48ba5476071a28a414490,0xe3c3ea733dca531f3aa56e76d1d562c92f973dfd,2023-09-06 05:57:57,Stargate,0.0,2657.28019025
45,Arbitrum,0xb7257e41f1b1e567d7cf8568943b4cd0fdc90a74e233636ac17fe130cc046e39,Optimism,0x99c4bf27c2de316414c3d28ee240c8483e1aba5644d6ec58efe25e918145d341,0x91f1402339099422bb13cd9acb3b4245258f5211,2023-09-06 07:02:54,Stargate,0.03080781,2649.31791519
46,Arbitrum,0x1dd8f749a9a703fe4b35a58e59652a98b41857e1100adad544cca24bf8e117f9,Optimism,0x0100f4645066a3c120f20d781327e2af6b1e71e6bc674161e81361bed4db2fbf,0x91f1402339099422bb13cd9acb3b4245258f5211,2023-09-06 07:04:50,Stargate,0.0,3.25787926
47,Base,0x5919b9c2eb548b0d65c9cfd53f278f27f06c7d4f3af093c59dbc8e2be5a6c806,Linea,0x228498f5b41444b0912eef52a4db8c25226e1b8f97cf8345dffeeb2f995f3cac,0x91f1402339099422bb13cd9acb3b4245258f5211,2023-10-21 04:31:45,Stargate,0.0,3.20638854
48,Base,0xe9d871e788536d3b1604b999e35fac1327e4c16c2a5a9ea869488b730cc53bdc,zkSync Era Mainnet,0x9daaa367ecc80517fdd32aa17270dc9c1362fad18db900963addf5e3fd71d863,0x91f1402339099422bb13cd9acb3b4245258f5211,2023-10-21 04:39:21,Maverick Protocol,0.0,0.0
49,Optimism,0xdfb12ca95187b6ed36a3d1f2475695a4d70bf74e55f2a0a8f9ce8b8a3e272046,Arbitrum,0x69f683b162e446659d6e504f3708f5d77c08c5da41cb1e8e15bd15ffe896bec0,0x91f1402339099422bb13cd9acb3b4245258f5211,2023-09-06 07:07:03,Stargate,0.0,2647.72832529
50,Base,0xabe9075953a8bf7cae22d726d2ca76af4d467c7af1fea047e6d9bdf3a86a6480,zkSync Era Mainnet,0x129ec121bdb5c09c957ee3b5f3bb7829b2e63632ef6b011c868da196537f6130,0xcc16231ee5061a5b3b0351f308f326cd16512c1c,2023-10-20 11:54:13,Maverick Protocol,0.0,0.0
51,Optimism,0x98a9f40a4970ca7c91abc3dde26e0733d9aaa26be369b2351833753d15844b68,Arbitrum,0x1039255dc524775a0d8a1b35c9a5c519e7e16d1f8ff7dba90ccac4bcff805e4d,0xcc16231ee5061a5b3b0351f308f326cd16512c1c,2023-09-06 06:18:53,Stargate,0.0,2670.6623441
52,Base,0x462e2e98d99dd624973345e3a07efab66d08cb9b94b8d1328f278ba342c999f8,Linea,0x7de2c90164d59305bd7e0db8c9499ff904d465a6e77e82d0b7b8a11096a2ffe5,0xcc16231ee5061a5b3b0351f308f326cd16512c1c,2023-10-20 11:52:17,Stargate,0.0,3.13418534
53,Arbitrum,0x9a8ae6719365993eaec237da4596a9c86c9cfd3e5380cf4da2da655104f706ae,Optimism,0xaf08f71b766e53fa204b2c12589c673d1d1623484eea7f9d5914381f73cb7261,0xcc16231ee5061a5b3b0351f308f326cd16512c1c,2023-09-06 06:14:21,Stargate,0.02013402,2672.26570168
54,Arbitrum,0x8d07bf8723297a49bf8305a4e8210a8b39b3170dcf5d3a2ce2d1f4661d30a0e5,Optimism,0x63a2b6a2a758e569cf1ecd4bb2ce9122ccb561396f705fc64f7ab83a7a968c02,0xcc16231ee5061a5b3b0351f308f326cd16512c1c,2023-09-06 06:16:40,Stargate,0.0,3.25791534
55,Base,0xfa48b649b3bbb8c05dc9911069e8d5980214dcd618064f94ddc37431f83367c9,zkSync Era Mainnet,0xa1e9506ed96fd345ff51785fc6073acda961d50924d2a3958a2620c04a9bc129,0x4607ededecf30edecec292c546552a527342f59c,2023-10-20 12:20:13,Maverick Protocol,0.0,0.0
56,Base,0x456fa7854537986358cc01a19ca6da8a87d838a60b3fdbd179e4b2e2cb90d455,Linea,0x6c0d744679566a3c01b96eff770a276d035888086f2616570933efc3dfe7cd23,0x4607ededecf30edecec292c546552a527342f59c,2023-10-20 12:18:23,Stargate,0.0,3.13418534
57,Optimism,0xd6ce9899ca6ae349a19315c9ecb6fec07fbc29f841485ec55fba29f23163cc5a,Arbitrum,0x69c63e4d9805fd75bee0efc51e720f77e51d6e776b91ccb93bf8760a96009e9c,0x4607ededecf30edecec292c546552a527342f59c,2023-09-06 06:43:53,Stargate,0.0,2650.90845886
58,Arbitrum,0xa02ea5f02028d6c79bb27a1de08a3ea505cc45917ce6c5fb8b80fa6aa946cd20,Optimism,0x5e608cbc0d041b396530d1f39f894fd64e3edae7ae07871a2952c2a67f912a33,0x4607ededecf30edecec292c546552a527342f59c,2023-09-06 06:36:12,Stargate,0.0141532,2652.4999573
59,Arbitrum,0x754d79b01c185902bb5baef7a03302d2db0d2af187c7c9e50b19af10a3b9be04,Optimism,0x0c4c8f3482957c85f328897f4dc60aa0c0b147887e929da876b0dd098aff3856,0x4607ededecf30edecec292c546552a527342f59c,2023-09-06 06:41:10,Stargate,0.0,3.25744718
60,Base,0xea4362316e3e31e41ba2d95d6e48cc1b61df1c26ba05d90f7cb4a1d04048ac72,zkSync Era Mainnet,0x8fd1562e9aa167685e563f24ee80cc1f4b73ea3f6fab5c0ca3634fea00430710,0x44560ee620cd1554499773a4304597ac1c9d08cf,2023-10-20 12:20:53,Maverick Protocol,0.0,0.0
61,Arbitrum,0x136a4935e54afc80de4f7957672bfb2d8376ccdb5319f6983f675d5360b783e6,Optimism,0x6e337cc4f2f6d66a78717dd24c8290d32375b7f5192216bccc85e1f72f765fe3,0x44560ee620cd1554499773a4304597ac1c9d08cf,2023-09-06 06:41:11,Stargate,0.0,3.25744712
62,Arbitrum,0xdf691b0a72788e1ad25ac241c81a5440691e749c1dbc06964cf1a907da8b8d3d,Optimism,0x95bc73d3b12466d50e17e0e3dac73947987ab2aaa0737c88be6192de0fb67c44,0x44560ee620cd1554499773a4304597ac1c9d08cf,2023-09-06 06:36:09,Stargate,0.0141532,2658.7106725
63,Base,0xd8db7a95deaf6e82e6b0a0f47fbe44d3ef94d90597941f99a1d32fb16ab36e2e,Linea,0xbe2a5a2e22f3506c67ff69a420d842adcb91027b59db112d03257f41be6d2943,0x44560ee620cd1554499773a4304597ac1c9d08cf,2023-10-20 12:18:15,Stargate,0.0,3.13418534
64,Optimism,0xbc2e67060cdf461b153071cb2f7c632dba8ab11b181af17b2c0294b44809d1be,Arbitrum,0x9b635e092387346997d025484d17f12c6c9d0b7f1e9e0d8ef46af23e3837793b,0x44560ee620cd1554499773a4304597ac1c9d08cf,2023-09-06 06:43:57,Stargate,0.0,2657.11544695
65,Base,0xfbfb0490508994fd7c6982201d4351f0da49a35f4674673eeca9fa24cf64bcfb,zkSync Era Mainnet,0x36accdb93d8526a3a08f7a88ab00dbb5596b401b3489ddae822780d0b8693cd1,0x13de6ea841c9859770339533b89a57a19af23167,2023-10-20 11:54:25,Maverick Protocol,0.0,0.0
66,Arbitrum,0x0d18344021518eea1c7f70a2f08408cd86e8ecaa33e4a36264b159c4ef681e46,Optimism,0xc8fd283c584bcffb247343e84cf18eb6ef278531e6be2019ef128b7c68708dd6,0x13de6ea841c9859770339533b89a57a19af23167,2023-09-06 06:16:30,Stargate,0.0,3.25791587
67,Arbitrum,0x8ea68980fe22446ee99da9969d9e130ee68ee9b6ef3344d8153ef7f40b22aa38,Optimism,0xf5c85bba13119d9335f2e03bac8699f1ae63354bc13dce6c2809cf899922ba67,0x13de6ea841c9859770339533b89a57a19af23167,2023-09-06 06:14:19,Stargate,0.02013402,2661.9039959
68,Base,0x64d656e8cd1b47bc026a4a94751101205b2d1d7345b15c4bfadd1651456b519e,Linea,0xb45573f563e900430aaba0d99d848e248d322a4d2c785eda5c0c2bc7e0637c2f,0x13de6ea841c9859770339533b89a57a19af23167,2023-10-20 11:52:15,Stargate,0.0,3.13418534
69,Optimism,0x6c41d14c2b6127588bd4db8f62661cba3bcb496fa692221963646f966df57fa5,Arbitrum,0x91bd778100fcb53149e0aa89990c1b03e4d02d8eaccc63e0d255cdf5b1a73544,0x13de6ea841c9859770339533b89a57a19af23167,2023-09-06 06:18:59,Stargate,0.0,2660.30685481
70,Arbitrum,0xf0ef18383020644450dc24f5c4517202707ee2055fa73bc499caa0f04701f7bc,Optimism,0x13d65f5b31320ab16282bd34e655b7aeb9750be513db7d7b7ee065c23465d114,0x53dd89c7303c8e74567be287c6e3b6e72ba0a554,2023-09-06 05:52:47,Stargate,0.0,3.25686337
71,Base,0x8361a974931d693a6ff8a8c39538bc4ca1167395025ba96973e36bffe0ad1b34,Linea,0x544d926dcf2abf47f17d5decc0eb66d9a970ac8e97048e736860ec628e53a125,0x53dd89c7303c8e74567be287c6e3b6e72ba0a554,2023-10-23 10:27:05,Stargate,0.0,3.3269792
72,Base,0xcdd7e7aa1a50010bd380c2f47d21819f85da6813727abedfdcb15d0039a063e1,zkSync Era Mainnet,0x5e781f807cc600d17d1e3563bcfd07f9952914a74cb30716cbb50250907354d2,0x53dd89c7303c8e74567be287c6e3b6e72ba0a554,2023-10-23 10:28:39,Maverick Protocol,0.0,0.0
73,Arbitrum,0x150167c70f982a5c3dfdfdd440cd653dbf4e3fa49fa293e165f1b4397cbd2a2f,Optimism,0x866481d2e5b8682f13446176cedb6b4ee1d30410bcc997daad94a27d0d46eb6e,0x53dd89c7303c8e74567be287c6e3b6e72ba0a554,2023-09-06 05:50:45,Stargate,0.04004169,2796.93415811
74,Optimism,0x788c64db5ac062a62788ba045279554844f245751eb9124b07e7efb06d35e36d,Arbitrum,0x01d005150e6f9784e25ea2c28e423d2d1243a450148c6d81c6ceca4047c37d25,0x53dd89c7303c8e74567be287c6e3b6e72ba0a554,2023-09-06 05:55:15,Stargate,0.0,2795.25599855
75,Base,0xfcd03d98e14552ed8e54accaf60ea968748c84f3fd3fda42005be143d51a5f3a,zkSync Era Mainnet,0x11830b87cf8a6aae4c3fb34fd8c35426a99662818d6db94e595ba8e9d81b67c8,0xb80135c04056b7b3074032852a752819dddef85c,2023-10-20 11:40:55,Maverick Protocol,0.0,0.0
76,Arbitrum,0x1710a10ba90971fdff131b2d46d228a1d7b8bd249cb498f0fbaa48bbb85642ab,Optimism,0xfa59ec4a528d21d90728f8be4261567ac0ba67e1ae772705840457b0fa67dd0a,0xb80135c04056b7b3074032852a752819dddef85c,2023-09-06 05:52:21,Stargate,0.0,3.256872
77,Optimism,0x13a952adde0fcb02ad80c8029fc5bf5269b4bff3bb32cb14c328c1aff3a71fa5,Arbitrum,0xa90cb66f8880b17eec670d7fd472174eb04273beeb8fc3b4eb088a81b078ea55,0xb80135c04056b7b3074032852a752819dddef85c,2023-09-06 05:58:27,Stargate,0.0,2657.27444064
78,Base,0xe2ac74b50e48436a56170bf620d202f26fd151099549bf91cfca6d26f2a28dc7,Linea,0x14a4f2b72ea70a4966147d2c4a1afc5d1000b1de50b1aeb1566c20ccd653ff94,0xb80135c04056b7b3074032852a752819dddef85c,2023-10-20 11:38:51,Stargate,0.0,3.13418534
79,Arbitrum,0x7d461c895d6f4567ce12995859c76b631881885f707259d09e3552ce046a699e,Optimism,0xce8e62bb9ace6f66321c06ea6969a4211a178aa0f14fc98437d59ca04a9b9fe4,0xb80135c04056b7b3074032852a752819dddef85c,2023-09-06 05:49:32,Stargate,0.04563402,2658.86976216
80,Base,0x0abfaed513f1930f46966e7e4c2f06ef68ad8ac3b96427030227fb366f2f787e,Linea,0x8e02a12f3fb69f6472d59b562092dfee53bb2d4cd8e665175dce8a02bcd5d3cd,0x57d89cc2f4183ba85d9f6a48639f66bb7f0adb71,2023-10-20 11:21:33,Stargate,0.0,3.13418534
81,Arbitrum,0x7e4f866bc6b9553132eb49be9515e654f7100cccf43f97230f1e5f3a16922638,Optimism,0x034b5a27e4c6e18e410ba768cf5bf7b62c29e76a3f59fb2cbe1081afeb4bb5b3,0x57d89cc2f4183ba85d9f6a48639f66bb7f0adb71,2023-09-05 22:35:00,Stargate,0.03118135,2668.83812009
82,Arbitrum,0x06882ca6da9fab03bb56481e653565d283c59709cdaef214e85e2a847a83e5ac,Optimism,0xd67006d276e8d07a21716aa7beed045571a923c799a624b95edbb02631406b50,0x57d89cc2f4183ba85d9f6a48639f66bb7f0adb71,2023-09-05 22:43:01,Stargate,0.0,3.25249657
83,Base,0x92d538877181325bd7de50e1b49318d781a90d53878da4da20adfd58fc28dfa0,zkSync Era Mainnet,0xacd50da5f00e37956341662d547066cb475f887b922ddda90a11bffdae539ebc,0x57d89cc2f4183ba85d9f6a48639f66bb7f0adb71,2023-10-20 11:24:05,Maverick Protocol,0.0,0.0
84,Optimism,0xa88fea42ee24261e1a411ad2c361e6572a939eaf416b4ec13c160ba129b29487,Arbitrum,0x9994ae00c672d216f7a59bcda5919c9a3107c0c0cc265cb3badb1954f0dd8598,0x57d89cc2f4183ba85d9f6a48639f66bb7f0adb71,2023-09-06 05:19:01,Stargate,0.0,2666.70117576
85,Optimism,0xa737333d0960cb71c6d09c0c9091c538650e6f4c29755b8e89fdba6fe1acdf23,Arbitrum,0x585d6cea2fda1e19dd96b8f5eedf5a9349e0bfec63bf058addf1aa878dceb5bf,0xa740894edb8390b31832dbd7a370d01b21ea265b,2023-09-06 05:56:59,Stargate,0.0,2661.2421634
