,id,groupid,line_no,first_relate_chain,first_relate_chain_usegas,second_relate_chain,second_relate_chain_usegas,rankid,total,address,tx_count,first_tx_time,last_tx_time,noprotocol,noprotocol_firsttime,noprotocol_lasttime,abracadabramoney,abracadabramoney_firsttime,abracadabramoney_lasttime,angle,angle_firsttime,angle_lasttime,aptosbridge,aptosbridge_firsttime,aptosbridge_lasttime,bitcoinbridge,bitcoinbridge_firsttime,bitcoinbridge_lasttime,clusters,clusters_firsttime,clusters_lasttime,defikingdoms,defikingdoms_firsttime,defikingdoms_lasttime,holograph,holograph_firsttime,holograph_lasttime,maverickprotocol,maverickprotocol_firsttime,maverickprotocol_lasttime,merkly,merkly_firsttime,merkly_lasttime,omnisea,omnisea_firsttime,omnisea_lasttime,pancakeswap,pancakeswap_firsttime,pancakeswap_lasttime,stakestone,stakestone_firsttime,stakestone_lasttime,stargate,stargate_firsttime,stargate_lasttime,coredao,coredao_firsttime,coredao_lasttime,dappgate,dappgate_firsttime,dappgate_lasttime,dexalot,dexalot_firsttime,dexalot_lasttime,harmonybridge,harmonybridge_firsttime,harmonybridge_lasttime,interportfinance,interportfinance_firsttime,interportfinance_lasttime,omniart,omniart_firsttime,omniart_lasttime,radiantcapital,radiantcapital_firsttime,radiantcapital_lasttime,fusebridge,fusebridge_firsttime,fusebridge_lasttime,l2marathon,l2marathon_firsttime,l2marathon_lasttime,mummyfinance,mummyfinance_firsttime,mummyfinance_lasttime,usdv,usdv_firsttime,usdv_lasttime,omnix,omnix_firsttime,omnix_lasttime,testnetbridge,testnetbridge_firsttime,testnetbridge_lasttime,mintdao,mintdao_firsttime,mintdao_lasttime,stargator,stargator_firsttime,stargator_lasttime,traderjoe,traderjoe_firsttime,traderjoe_lasttime,gameswift,gameswift_firsttime,gameswift_lasttime,orderlynetwork,orderlynetwork_firsttime,orderlynetwork_lasttime,superform,superform_firsttime,superform_lasttime,tevaera,tevaera_firsttime,tevaera_lasttime,l2pass,l2pass_firsttime,l2pass_lasttime,shimmerbridge,shimmerbridge_firsttime,shimmerbridge_lasttime,whale,whale_firsttime,whale_lasttime,omnihub,omnihub_firsttime,omnihub_lasttime,getmint,getmint_firsttime,getmint_lasttime,zkrank,zkrank_firsttime,zkrank_lasttime,kommunitas,kommunitas_firsttime,kommunitas_lasttime,goldenboys,goldenboys_firsttime,goldenboys_lasttime,omnicat,omnicat_firsttime,omnicat_lasttime,osakaprotocol,osakaprotocol_firsttime,osakaprotocol_lasttime,zerius,zerius_firsttime,zerius_lasttime,gaszip,gaszip_firsttime,gaszip_lasttime,altitude,altitude_firsttime,altitude_lasttime,l2telegraph,l2telegraph_firsttime,l2telegraph_lasttime,mintly,mintly_firsttime,mintly_lasttime,womex,womex_firsttime,womex_lasttime,levelfinance,levelfinance_firsttime,levelfinance_lasttime,metis,metis_firsttime,metis_lasttime,woofi,woofi_firsttime,woofi_lasttime,ethena,ethena_firsttime,ethena_lasttime,arbitroveprotocol,arbitroveprotocol_firsttime,arbitroveprotocol_lasttime,arkenfinance,arkenfinance_firsttime,arkenfinance_lasttime,beethovenx,beethovenx_firsttime,beethovenx_lasttime,betswirl,betswirl_firsttime,betswirl_lasttime,impossiblefinance,impossiblefinance_firsttime,impossiblefinance_lasttime,reunitwallet,reunitwallet_firsttime,reunitwallet_lasttime,tenet,tenet_firsttime,tenet_lasttime,openexchange,openexchange_firsttime,openexchange_lasttime,nogem,nogem_firsttime,nogem_lasttime,telosbridge,telosbridge_firsttime,telosbridge_lasttime,openname,openname_firsttime,openname_lasttime,aurafinance,aurafinance_firsttime,aurafinance_lasttime,wagmi,wagmi_firsttime,wagmi_lasttime,shrapnel,shrapnel_firsttime,shrapnel_lasttime,kelpdao,kelpdao_firsttime,kelpdao_lasttime,gravitaprotocol,gravitaprotocol_firsttime,gravitaprotocol_lasttime,сryptorank,сryptorank_firsttime,сryptorank_lasttime,tarot,tarot_firsttime,tarot_lasttime,layersync,layersync_firsttime,layersync_lasttime,sidusheroes,sidusheroes_firsttime,sidusheroes_lasttime,decent,decent_firsttime,decent_lasttime,starprotocol,starprotocol_firsttime,starprotocol_lasttime,fronkworld,fronkworld_firsttime,fronkworld_lasttime,pendle,pendle_firsttime,pendle_lasttime,seedifyfund,seedifyfund_firsttime,seedifyfund_lasttime,venusprotocol,venusprotocol_firsttime,venusprotocol_lasttime,tinydinos,tinydinos_firsttime,tinydinos_lasttime,wefi,wefi_firsttime,wefi_lasttime,zerodayfightback,zerodayfightback_firsttime,zerodayfightback_lasttime,qidao,qidao_firsttime,qidao_lasttime,tangible,tangible_firsttime,tangible_lasttime,xexlabs,xexlabs_firsttime,xexlabs_lasttime,nftearth,nftearth_firsttime,nftearth_lasttime,hardhit,hardhit_firsttime,hardhit_lasttime,zkdx,zkdx_firsttime,zkdx_lasttime,sum_stargate_swap_usd
10,242925,20240518063708440946,39,op,1.25310606,gno,0.20711679,1138142,26.41257644,0x722ebbe78966144206813e56d9fe19d0ec1438ff,36,,,8.0,2023-09-23 02:50:35,2023-09-24 01:15:16,,,,7,2023-06-27 04:22:59,2023-07-01 15:33:15,,,,1,2023-07-03 04:01:30,2023-07-03 04:01:30,,,,,,,,,,,,,,,,,,,,,,,,,20,2023-05-20 05:28:29,2023-09-22 05:55:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10577.86227589
11,242924,20240518063708440946,38,op,1.25310606,gno,0.20711679,1129978,26.62339256,0x1d337a7a18537556fbad38f7bac1ec5c640b740b,36,,,8.0,2023-09-23 14:14:38,2023-09-24 00:55:31,,,,7,2023-06-27 03:40:04,2023-07-01 14:48:05,,,,1,2023-07-03 08:14:43,2023-07-03 08:14:43,,,,,,,,,,,,,,,,,,,,,,,,,20,2023-05-20 21:31:57,2023-09-22 05:04:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11001.83494555
12,242923,20240518063708440946,37,op,1.25310606,gno,0.20711679,1128729,26.65687937,0xc5960f0608671533bdfd14893054bc34cd14af5c,33,,,,,,,,,7,2023-06-27 03:52:52,2023-07-01 16:16:00,,,,1,2023-07-03 15:50:21,2023-07-03 15:50:21,,,,,,,,,,,,,,,,,,,,,,,,,25,2023-05-20 01:53:14,2024-04-18 08:51:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16383.05100961
13,242922,20240518063708440946,36,op,1.25310606,gno,0.20711679,1108220,27.18874355,0x0808b0c3b3c02dd6f10585a275b37c39fa0d53b9,36,,,8.0,2023-09-23 05:59:01,2023-09-23 12:43:45,,,,7,2023-06-27 03:22:38,2023-07-01 15:25:20,,,,1,2023-07-04 17:03:36,2023-07-04 17:03:36,,,,,,,,,,,,,,,,,,,,,,,,,20,2023-05-20 03:23:15,2023-09-22 05:27:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10868.52384621
14,242921,20240518063708440946,35,op,1.25310606,gno,0.20711679,1106526,27.2322295,0xda3b47904cf3812032fa617d8c5de5682c51b259,37,,,8.0,2023-09-23 11:57:15,2023-09-23 12:00:27,,,,7,2023-06-27 03:52:14,2023-07-01 14:29:25,,,,1,2023-07-03 06:35:30,2023-07-03 06:35:30,,,,,,,,,,,,,,,,,,,,,,,,,21,2023-05-21 05:11:07,2023-09-29 23:33:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10648.04772695
15,242920,20240518063708440946,34,op,1.25310606,gno,0.20711679,1106136,27.2427678,0xfcc4ed45b600f036ea12d1d5b5f317b0ce91e12f,37,,,8.0,2023-09-23 03:41:14,2023-09-23 11:41:26,,,,7,2023-06-27 01:41:35,2023-07-01 15:11:45,,,,1,2023-07-04 08:29:39,2023-07-04 08:29:39,,,,,,,,,,,,,,,,,,,,,,,,,21,2023-05-20 14:39:01,2024-02-20 12:44:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10750.69837806
16,242919,20240518063708440946,33,op,1.25310606,gno,0.20711679,1091622,27.63291048,0x24dabe19faeb2966a2fb2a290c17d92ceba8bddd,38,,,8.0,2023-09-23 04:15:46,2023-09-23 15:26:08,,,,7,2023-06-27 04:48:46,2023-07-01 14:57:25,,,,1,2023-07-03 18:48:44,2023-07-03 18:48:44,,,,,,,,,,,,,,,,,,,,,,,,,22,2023-05-21 04:29:32,2024-04-19 15:24:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10767.54207929
17,242918,20240518063708440946,32,op,1.25310606,gno,0.20711679,1087259,27.75057487,0x06f72ac341e26aaffdfd6c869b5dc113b0544c05,30,,,,,,,,,7,2023-06-27 02:13:26,2023-07-01 15:15:50,,,,1,2023-07-03 08:18:05,2023-07-03 08:18:05,,,,,,,,,,,,,,,,,,,,,,,,,22,2023-05-21 10:40:59,2024-01-24 09:50:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16709.10042152
18,242917,20240518063708440946,31,op,1.25310606,gno,0.20711679,1082906,27.86950646,0x4a5ac939823d67a30ce2555a9f12b4d0407d7ee5,30,,,,,,,,,7,2023-06-27 02:49:26,2023-07-01 14:32:10,,,,1,2023-07-03 11:08:38,2023-07-03 11:08:38,,,,,,,,,,,,,,,,,,,,,,,,,22,2023-05-20 09:19:58,2024-02-19 11:14:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13611.1278751
19,242916,20240518063708440946,30,op,1.25310606,gno,0.20711679,1080720,27.93088895,0x6aff6987902f41a435316dd7d3ef0a049d55719f,35,,,5.0,2023-09-23 03:09:39,2023-09-23 14:50:18,,,,7,2023-06-27 04:11:31,2023-07-01 14:33:50,,,,1,2023-07-03 05:09:56,2023-07-03 05:09:56,,,,,,,,,,,,,,,,,,,,,,,,,22,2023-05-20 12:59:39,2024-03-30 10:17:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21705.0414031
