source_chain,source_transaction_hash,destination_chain,destination_transaction_hash,sender_wallet,source_timestamp_utc,project,native_drop_usd,stargate_swap_usd
Polygon,0x1d3dfed194845e2f4db340eec062deacf792dc45c71aa4e438288891e0f55184,Optimism,0xcfea6b7e5cbd2fa20e2577386164e939ddf8fc24e090b3636e106c2b2616a5ae,0xd25abf64ff13d7d074d862660f1147a961c61bc1,2023/4/18 2:51,Stargator,0,0
BNB Chain,0x545df0708a2df52499753f1e870818781ffb796e1158196d360ee8897e85a6be,Optimism,0x342999f49a0bb7806819ea5297d1135633d3fa3514c499f722a6c53c8dccdc57,0xda737c0dc98ca7b3d838ae854f4073cf2acfe007,2022/9/30 0:39,Stargate,0,160.033857
Optimism,0x2aad1ef4aff48e5cdb77a9881cd833ca4716bc47eb5b33c2ba595407cd400e15,Arbitrum,0xcae3ce75b795aef6943865c086c67d2ce6ae3619b0539e61c401d0f4109acbf2,0xda737c0dc98ca7b3d838ae854f4073cf2acfe007,2022/10/17 21:04,Stargate,0,160.3721873
Optimism,0x98b5291cf61b69aceef7889dcf626e9f3657e1ef00af8ef1611cf7b7c1092869,Fantom,0xd9c32374e0ecce37c2005bd36acb616b5c48dd3d988eaaf67c61674176347184,0xda737c0dc98ca7b3d838ae854f4073cf2acfe007,2022/10/19 11:03,Stargator,0,0
Fantom,0x8f6efbc894ec40bbc5834c2c0eda5e49b5762b9e70b7983168662e52102a44b1,Optimism,0xa8a40938c7755c4ed15646f115c00bd0228ada2a5ab4058cbc05bc576819acfa,0xda737c0dc98ca7b3d838ae854f4073cf2acfe007,2023/4/18 4:29,Stargator,0,0
Polygon,0x6612776ae950e8de94ab1a4e1c4177645e6e154f220c5ab3cce5b17a6a272dab,Optimism,0x63e5956553e1d62992e860422951376f93ed6864d3e52b9b7a69b2632cf35a2f,0xe703754750f9c3527363f6449907315fbbf2deca,2022/10/1 8:47,Stargate,0,186.0828252
Optimism,0x3828a866054f1c99e32d18b4434f0270f925fec0fb65e8cbba053c09aa0398bd,Polygon,0x095f3288f95fbaf654a3e0089f89cd3f3bba91e32c15341d9fef9386f7431d58,0xe703754750f9c3527363f6449907315fbbf2deca,2022/10/16 1:29,Stargator,0,0
Optimism,0x442d8a533d1189af4ae4881f341edb99f447990c0e55a4fd86d67cd432fec60a,Arbitrum,0x8b40a11f19f66419413a4bb15ece83958587341eaadfb5d417bbe32853f8466a,0xe703754750f9c3527363f6449907315fbbf2deca,2022/10/16 1:42,Stargate,0,185.8050218
Polygon,0xc84a5ae2c736172fb26461e9da79303ff006ff37e19454597eb305b1616ced2f,Optimism,0xd2d15bcdd7edc2edc4a8f7a50fddc088855ee779095966158b7194375c893cbe,0xe703754750f9c3527363f6449907315fbbf2deca,2023/4/17 23:23,Stargator,0,0
BNB Chain,0x766d9a668e60f156d3b8306db50830383b19dd74ca3b47f2b9024c0a6d3ee677,Optimism,0x1b1809a359a8a405d323888d85a5b8bb7b20759d94cc91324e7a96ab9eb8f7d5,0xe7d9f133985da9655d99186bd5d127b4f7fa46d5,2022/9/29 3:15,Stargate,0,124.8710821
Optimism,0xc8921fadda76a853f4b25acdf7a8f1fb5b5c9bdad971c8e5512abfc065a8173e,Polygon,0x0de640184c5bc84644a9226222332265ebe65ec74de0eda54cf4c2a9bb47ee6b,0xe7d9f133985da9655d99186bd5d127b4f7fa46d5,2022/10/19 10:47,Stargator,0,0
Optimism,0xf879187ff1615a1031e40f445071359fde9e04759c08447f11e68acdb8df7869,Arbitrum,0x8cd71b2085627bb0fbbb302ff1fe093cf0c80e14fe48719bdc7047db29c11524,0xe7d9f133985da9655d99186bd5d127b4f7fa46d5,2022/10/22 0:08,Stargate,0,124.7294581
Optimism,0xfaeaa15882d7cb62a51f2fc12385f5fa16a0b255e266c6d0fb5ca29f979197f1,Fantom,0xa1eb98265dee081c040caac672f10a69203ebccaf17f7bed6fc7ce39a619b1a8,0xe7d9f133985da9655d99186bd5d127b4f7fa46d5,2022/10/22 0:12,Stargator,0,0
Polygon,0xd111b81dee0ac187fb955255c64e7f129bbb781fc00846c846c07bbf3b83fe96,Optimism,0x430818a2e7eda77e01a1b56e22af8abfcea771413e77d8d5c693a14655dc455b,0xe7d9f133985da9655d99186bd5d127b4f7fa46d5,2023/4/18 3:00,Stargator,0,0
